0.442736   -0.199889   -12.64   12.6501
0.244964   -0.327491   13.2511   13.2581
1.20282   -1.26096   -6.03295   6.28114
0.294838   0.00559448   0.144863   0.356967
-0.217049   -0.30284   0.0238331   0.398586
0.200724   0.140162   2.24109   2.25874
0.142457   -0.268481   0.67684   0.754962
-0.234814   -0.0669561   0.840002   0.885835
-0.522859   -3.34875   11.4332   11.9352
0.366136   -0.390168   3.61184   3.65392
0.653091   0.00808325   -37.0275   37.0365
-0.367802   0.0461249   -5.7624   5.79538
1.67882   -0.185399   -1.44772   2.22894
-0.613044   -0.789039   13.6212   13.6585
0.15946   -0.5021   14.1502   14.1686
-0.151527   0.310881   0.723997   1.23554
-0.134104   -0.191581   -0.770356   1.23731
0.0364286   0.0854577   -11.5076   11.5088
0.140448   0.450266   -23.1323   23.1375
0.290663   -0.0561859   -3.64314   3.65782
-0.0293273   0.258493   -5.59213   5.59991
-0.073594   -0.0767743   0.833295   0.85157
0.207719   0.808844   2.51944   2.6579
-0.21458   0.449602   2.015   2.08035
0.575572   3.23849   9.35506   9.91745
0.495228   3.70627   10.5041   11.1507
0.27903   0.840236   2.44641   2.60542
0.428071   1.19367   1.59634   2.04349
-0.109318   0.326286   1.02218   1.08754
-0.0625761   0.236393   1.71457   1.73754
-0.986639   1.46907   2.48784   3.05622
-0.599329   0.119578   0.506328   0.805817
-1.30316   -0.117667   0.637643   1.46224
0.450912   0.270698   -1.58671   1.67741
0.00767787   0.0657696   0.087043   0.177316
-0.523145   0.60728   -2.40022   2.69887
-1.21861   -0.0745239   -2.38162   2.67996
-0.702552   -0.200578   -1.80472   1.952
-0.650671   1.22474   -4.05683   4.2896
-0.133846   -0.0081473   -1.99983   2.00917
-1.31158   0.42067   -11.9139   11.9941
0.176999   -1.51762   -8.26515   8.41967
-0.887372   -1.68574   -19.1032   19.1984
0.0223702   -0.464411   -10.1903   10.2019
0.483713   -0.0328527   -9.33812   9.35173
0.145314   -0.00995602   -2.09273   2.10243
0.641197   0.12703   -51.8281   51.8407
